Star;Date;Colour;Review Title;Review Text
5;09-ago-17;Stile: InissiaColore: Arancio Utile Segnala un abuso;Caffè e solo caffè;Sono soddisfatta di questo articolo- ha misure ridotte rispetto ad una della stessa marca- ma edizione precedente. Apprezzo che abbia già un sistema pre- impostato per il caffè corto e lungo- così non devo stare a schiacciare sempre il tasto. È un po' più rumorosa della precedente che avevo. Il caffè in capsule della Nespresso è sempre ottimo
5;09-ago-17;Stile: InissiaColore: Nero Utile Segnala un abuso;Ottima;Acquista con il prime day- la macchinetta é ottimae Nespresso é una garanzia. Ingombro minimo e facilità di uso. Perfetta
5;09-ago-17;Stile: InissiaColore: Giallo Utile Segnala un abuso;Una garanzia: Nespresso.;Nespresso una garanzia! La macchina funziona benissimo e fa un ottimo caffè! Esteticamente minimal e gradevole si abbina bene e discretamente nella cucina. Spedizione Amazon velocissima!
5;06-ago-17;Stile: InissiaColore: Giallo Utile Segnala un abuso;Come sempre non si smentisce;Acquistata per un regalo. Arrivata nelle tempistiche indicate. Assolutamente la consiglio per chi vuole una macchina a capsule che fa il caffè come al bar- anzi meglio del bar.
5;05-ago-17;Stile: InissiaColore: Arancio Utile Segnala un abuso;Ottima;Ottima: veloce e poco ingombrante. Scegliendo le giuste capsule fa un ottimo caffè. Consigliata a tutti coloro che amano un buon caffè
5;03-ago-17;Stile: InissiaColore: Giallo Utile Segnala un abuso;Funzionale e chic;Ottimo prodotto come da aspettative. È arrivato addirittura in anticipo ed è perfetto. Basta aggiungere acqua e la capsula: et voilà- il caffè è ottimo. Col tasto di sinistra si ottiene un caffè normale- con quello di destra- un po' più lungo. Dopo pochi minuti la macchina si spegne da sola !Quindi uno può dimenticarsela accesa. Bello anche il design. Nella scatola c erano in omaggio una decina di capsule Nespresso. Ma volendo si comprano ovunque - anche al Lidl - quelle compatibili.
5;03-ago-17;Stile: InissiaColore: Arancio Utile Segnala un abuso;acquisto ottimo con piena soddisfazione;conoscevo già questa macchinetta e l'ho acquistata per la seconda casa. Il caffé che produce è ottimoL'acquisto si è concluso nei tempi previsti con buona cura da parte della spedizioneLa consiglierei a chiunque voglia un caffé gustoso in modo rapido e pulito
5;03-ago-17;Stile: InissiaColore: Arancio Utile Segnala un abuso;Funzionale;Davvero ottima. Piccola- leggera e facile da utilizzare. Le capsule di prova all'interno ti danno un'idea di ciò che hai acquistato e che ti offre la nespresso. la consiglio.
5;03-ago-17;Stile: InissiaColore: Nero Utile Segnala un abuso;Nespresso De Longhi consigliata;Ottimo nella spedizioneOttimo nelle dimensioni  va bene in qualsiasi piano.Ottimo caffè per ripartire alla grande.Ottimo per un meritato regalo a chi vuoi bene.
5;03-ago-17;Stile: InissiaColore: Nero Utile Segnala un abuso;Nespresso è una garanzia;Grazie all'assortimento di cialde promozionali all'interno è possibile farsi un idea sul proprio caffè preferito.Caffe ottimo e cremoso. Facilissima da pulire. Nespresso.
5;03-ago-17;Stile: InissiaColore: Nero Utile Segnala un abuso;Perfetta;Spedizione perfetta- prodotto niente male. Le capsule in omaggio con la macchina del caffè sono state la prova di aver fatto un ottimo acquisto- è bastato provarne due o tre. Molto soddisfatta!
5;03-ago-17;Stile: InissiaColore: Nero Utile Segnala un abuso;Perfetta;Perfetto il prodotto e anche l'assistenza. La selezione di capsule in regalo aiuta il cliente a scegliere la sua miscela preferita- quindi molto utile. Consigliatissima
5;03-ago-17;Stile: InissiaColore: Giallo Utile Segnala un abuso;Come al bar;Ottimo prodotto- semplice da usare- poca manutenzione e il caffé é buonissimo. Compatta occupa poco spazio ed é facilmente trasportabile.
5;31-lug-17;Stile: InissiaColore: Giallo Utile Segnala un abuso;Più che soddisfatto;Ottimo qualità prezzo. La macchina fa un'ottimo caffè e  piccola e occupa poco spazio.Veramente un buon acquisto.La consegna come sempre impeccabile5 stelle meritate
5;29-lug-17;Stile: InissiaColore: Giallo Utile Segnala un abuso;Nespresso Inissia EN80.CW Macchina per Caffè... De'Longhi;Macchina per caffè leggera e poco ingombrante. Il caffè è buono-  la macchina ha due pulsanti per caffè ristretto o lungo programmati di default  ma si può cambiare la quantità di caffè a proprio piacimento (molto buono). Ottimo il rapporto qualità prezzo e la spedizione effettuata prima del previsto.
5;26-lug-17;Formato: Cucina Utile Segnala un abuso;Ottima macchinetta;Caffè molto buono- anche se credo la differenza le facciano le capsule. Macchina robusta e affidabile- per ora ci siamo trovati molto bene
5;25-lug-17;Stile: InissiaColore: White Utile Segnala un abuso;Ottima;È velocissima a scaldarsi ed i primi caffè sono ottimi come se non fosse mai stata spenta. La consiglio per chi va di fretta o prende il caffè da solo- senza sporcare e velocissima da ripulire
3;24-lug-17;Stile: InissiaColore: Nero Utile Segnala un abuso;Buon compromesso;La macchina è totalmente in plastica e forse meno resistente della sua gemella in metallo (che ovviamente costa di più). Fa il suo dovere- anche se spesso va ritarata
5;22-lug-17;Stile: InissiaColore: Nero Utile Segnala un abuso;Ottima;Arrivato nei tempi previsti! Imballo perfetto! La macchina è ottima- bella esteticamente e occupa pochissimo spazio. Il caffè  è buonissimo- dentro il pacco c'erano le capsule in regalo e il codice x riceverne altre sessanta in regalo! La consiglio a tutti
5;21-lug-17;Stile: InissiaColore: Arancio Utile Segnala un abuso;Ottimo acquisto;Macchina molto semplice e molto pratica. La qualità del caffè è ottima con la giusta scelta della miscela. Da valutare l'affidabilità della macchina a lungo termine. Dopo 10 giorni di utilizzo quotidiano sono molto soddisfatto dell'acquisto.
5;20-lug-17;Stile: InissiaColore: White Utile Segnala un abuso;Qualità garantita;Macchina Nespresso di qualità.Occupa poco spazio ed è comoda da utilizzare.Qualità Nespresso.Consiglio di non utilizzare cialde compatibili perchè a lungo andare possono danneggiare la macchina.
4;20-lug-17;Stile: InissiaColore: Arancio Utile Segnala un abuso;Buon caffé- poca capienza;Come caffè ci siamo- lavora molto bene anche con compatibili e fino ad ora nessun problema. Peccato per il serbatoio cialde veramente piccolo. Ottima per al massimo un paio di persone
3;19-lug-17;Stile: InissiaColore: Nero Utile Segnala un abuso;INISSIA NELLA MEDIA;LA MACCHINETTA DEL CAFFE' INISSIA ESTETICAMENTE E' MOLTO CARINA E INGOMBRA POCO PERCHE' E' COMPATTA. TUTTAVIA A VOLTE LA CIALDA DEL CAFFE' NON SI INSERISCE AGEVOLMENTE NELLA FESSURA OVE VA INSERITA PER FAR USCIRE IL CAFFE' QUINDI SI INCASTRA E CONSEGUENTEMENTE LA CIALDA E' SPRECATA PERCHE' NON PUO' ESSERE RIUTILIZZATA. HO PROVATO ALTRE MACCHINETTE DA CAFFE' NESPRESSO PIU' COSTOSE CHE FUNZIONANO MEGLIO E SECONDO ME SONO ANCHE PIU' ROBUSTE COME MATERIALE COSTRUTTIVO.
4;19-lug-17;Stile: InissiaColore: Nero Utile Segnala un abuso;Recensione;L'espresso e' buono. Perché ci sono tantissime macchine espresso con sigle diverse ma all'apparenza tutte uguali? Avrei scelto un altro colore ma ho preferito prendere quella per la quale ho potuto assaggiare il caffè
5;17-lug-17;Stile: InissiaColore: Nero Utile Segnala un abuso;Unica;Ne ho avute tante- la serie Inissa è il top- nella da vedete- caffè sempre perfetti e nessuna perdita- consigliatissima
5;13-lug-17;Stile: InissiaColore: Nero Utile Segnala un abuso;Il caffe' piu' buono di tutte le case!!!;"Comprata per fare un regalo di natale ai miei genitori- ho fatto un regalo anche a me!!! Caffè buonissimo (capsule della nespresso) vi consiglio il gusto ""ristretto""- quello di George Clooney- il ""volluto"" non mi ha entusiasmato!!!La colazione è al bar- la pausa studio è finalmente un sollievo senza quella maledetta moka!!Consigliatissima a chi ama il caffè del bar ma vuole farlo a casa!!!"
4;13-lug-17;Stile: InissiaColore: Arancio Utile Segnala un abuso;Male il manuale- le istruzioni richiedono la conoscenza dei geroglifici;Macchina entry level senza infamie- ma manuale da rivedere- non contiene assolutamente informazioni chiare: se volete settare l'acqua- sapere come fare la decalcificazione  andate direttamente a vedere video su youtube e risparmierete tempo!
5;13-lug-17;Stile: InissiaColore: Arancio Utile Segnala un abuso;Perfetta;Bellissima fantastica semplicemente nespresso! Prezzo speciale a 52 euro non si poteva non comprare. Sono meravigliato dal colore e dal servizio nespresso
4;12-lug-17;Stile: InissiaColore: Sky Blue Utile Segnala un abuso;Bene!;Ottima.. caffè cremoso spiegazioni con figure incomprensibili ma il call center è cortese. Molto rumorosa🤔 ma una buona valutazione poi per quello che costa!
4;10-lug-17;Stile: InissiaColore: White Utile Segnala un abuso;ottima;Piccola- elegante- comodissima e il caffé- scelte le giuste cialde in base al proprio gusto- esce buonissimo. Consigliatissima a chi ha poco spazio.
5;09-lug-17;Stile: InissiaColore: Arancio Utile Segnala un abuso;perfetta;presa per il mare- ho già la stessa macchina in ufficio ed a casa- perfetta- facile da usare caffè ottimo
5;07-lug-17;Stile: InissiaColore: Giallo Utile Segnala un abuso;nespresso Inissia;La macchina è rispondente a quanto previsto. Il buono sconto per l'acquisto del caffè è effettivamente presente e l'ho immediatamente utilizzato. Anche la selezione di caffè nespresso è regolarmente presente.
5;07-lug-17;Stile: InissiaColore: Nero Utile Segnala un abuso;ottimo prodotto;ottima macchinetta nespresso- il caffè esce subito caldo e la macchina ci mette pochissimi minuti a scaldarsi e essere pronta per il caffe. prezzo basso e ottima qualità. super consigliata
5;05-lug-17;Stile: InissiaColore: Nero Utile Segnala un abuso;Perfetta;Perfettamente funzionante- non ingombra e fa un buon caffè! Veramente soddisfatto dell'acquisto ed anche delle cialde in omaggio così come il buono da 30 Euro da utilizzare sul sito Nespresso. Grazie!
5;04-lug-17;Stile: InissiaColore: Nero Utile Segnala un abuso;Ottima macchinetta- prezzo contenuto;I materiali non sono niente di che- questo è vero- e ci sono macchine per il caffè molto piacere belle e curate esteticamente- ma devo dire che questa macchina fa il suo lavoro. Si accende in meno di 25 secondi- anche dopo essere stata spenta per ore- e permette di aver in poco tempo un caffè buono come quello del bar.
5;03-lug-17;Stile: InissiaColore: Nero Utile Segnala un abuso;Ottima;Macchina del caffè: ottima. Le plastiche sembrano resistenti e di buona fattura.Qualità del caffè: ineccepibile- Nespresso è sinonimo di garanzia.Ho avuto problemi con il riscatto del codice promozionale- tuttavia sono stati risolti tutti chiamando il numero verde (lo trovate sul sito Nespromo).Consigliata.
5;29-giu-17;Stile: InissiaColore: Arancio Utile Segnala un abuso;L'espresso come al bar;La macchina è molto pratica e non sporca- inoltre il caffè Nespresso è ottimo e ce n'è per ogni gusto!
5;28-giu-17;Stile: InissiaColore: Giallo Utile Segnala un abuso;Bella- piccola e compatta.;Abbiamo comprato questa macchina per caffè per sostituire una macchina di un'altra marca che abbiamo rotto purtroppo per colpa nostra. La macchina fa egregiamente il suo lavoro e ad oggi  non ho riscontrato nessun difetto- è piccola e compatta e ne siamo assolutamente soddisfatti.
5;28-giu-17;Stile: InissiaColore: Giallo Utile Segnala un abuso;Pienamente soddisfatta;Ormai bevo solo il caffè preparato con questa macchinetta. È piccola e- quindi- non invadente. Si pulisce con molta faciltà.Consigliatissima.
5;27-giu-17;Stile: InissiaColore: Nero Utile Segnala un abuso;ottima;"Questa è già la terza macchinetta di questo modello che compro per altre persone!si scalda dopo pochi secondi che è stata accesa ed il caffè è ottimo o un po meno in base alla scelta delle capsule (nespresso o compatibili).L'ingombro è minimo ed è anche ""d'arredamento"""
5;24-giu-17;Stile: InissiaColore: Nero Utile Segnala un abuso;Ottimo prodotto. Non soddisfatta per il coupon sconto.;Prodotto ottimo come da immagine. Sono rimasta non soddisfatta dalle modalità con cui è stato concesso il buono sconto sulle capsule che non rendeva chiaro fosse solo per 48 ore dall'acquisto.
5;23-giu-17;Stile: InissiaColore: Arancio Utile Segnala un abuso;Semplice e rapida;Ottima macchina da caffè. Si risclda subito- facile da pulire e di poco ingombro. Digerisce bene sia le capsule Nespresso- sia quelle compatibili di altre marche. Al momento mi trovo benissimo. Volume 1-2 caffè giorno.
3;22-giu-17;Stile: InissiaColore: Nero Utile Segnala un abuso;Nespresso;La macchinetta funziona perfettamente- unica cosa il serbatoio porta cialde è un po' piccolo quindi va svuotato spesso come l'acqua che finisce in fretta ma errore mio.
5;20-giu-17;Stile: InissiaColore: Nero Utile Segnala un abuso;Ottimo acquisto;Rapporto qualita' prezzo imbattibile. Caffe' di ottima qualita' e facile utilizzo della macchina. Inoltre con l'acquisto della macchina si ha un codice sconto del valore di 30 euro per l'acquisto di prodotti sul sito nespresso. consigliatissimo.
5;18-giu-17;Stile: InissiaColore: White Utile Segnala un abuso;Ottima;Da dieci anni clienti Nespresso- abbiamo preso questa macchina per un regalo.In famiglia ce l'abbiamo tutti.Ad un prezzo onesto ti puoi permettere di degustare ottimi caffè.Consigliata.
5;16-giu-17;Stile: InissiaColore: Giallo Utile Segnala un abuso;Fantastica macchina da caffè Nespresso;Ottima macchina! Pratica- pulita- si riscalda velocemente e il caffè è davvero buono e cremoso. Sono molto soddisfatta del rapporto qualità/prezzo e la consiglio!
5;15-giu-17;Stile: InissiaColore: Nero Utile Segnala un abuso;Ottimo Prodotto;Acquistato con un'ottima offerta Amazon (55 euro e in regalo si aveva un bonus di 30 euro da spendere in prodotti nespresso) la macchina è davvero carina non ingombrante ed efficiente. Specifico che rispetto ad altri modelli in questo il vano dove vanno a finire le capsule usate è un po picolo quindi bisogna svuotarlo spesso.La riacquisterei ad occhi chiusi
4;11-giu-17;Stile: InissiaColore: White Utile Segnala un abuso;Molto pratica;Acquistata per una seconda casa e quindi con utilizzo molto limitato. Il prezzo è molto contenuto e la qualità del caffè in capsule è paragonabile a quello ottenuto con macchine di maggiore costo. Unico neo: un po' rumorosa.
